400.0 	 -6.873514702250283 	 -6.623641857383955 	 -6.173420087240977 	 -5.884406542240317 	 -5.565335422090811 	 -5.2173413410372405 
400.3001500750375 	 -6.856228222043015 	 -6.605979766167724 	 -6.155081195073908 	 -5.865633171131535 	 -5.546082371383765 	 -5.197565111565439 
400.60030015007504 	 -6.839028593514929 	 -6.588404246012924 	 -6.136828368268343 	 -5.8469455406973125 	 -5.526914702838059 	 -5.177873873178918 
400.90045022511254 	 -6.821915216770336 	 -6.570914697021646 	 -6.118661006913051 	 -5.828343051015317 	 -5.5078318165247 	 -5.1582670259420205 
401.2006003001501 	 -6.8048874974113716 	 -6.553510524787143 	 -6.100578516585742 	 -5.8098251076565965 	 -5.488833118005854 	 -5.138743975401372 
401.5007503751876 	 -6.787944846462501 	 -6.536191140327219 	 -6.082580308295338 	 -5.791391121621192 	 -5.469918018272679 	 -5.119304132543689 
401.80090045022513 	 -6.771086680330551 	 -6.518955960042039 	 -6.064665798426461 	 -5.7730405092892845 	 -5.451085933694255 	 -5.099946913726949 
402.1010505252626 	 -6.754312420720332 	 -6.501804405629752 	 -6.046834408668378 	 -5.754772692336818 	 -5.432336285939865 	 -5.080671740609333 
402.40120060030017 	 -6.737621494590229 	 -6.484735904042083 	 -6.029085565957271 	 -5.7365870976955335 	 -5.413668501934588 	 -5.0614780401048165 
402.70135067533766 	 -6.721013334092252 	 -6.467749887424379 	 -6.011418702429605 	 -5.718483157493015 	 -5.395082013792685 	 -5.042365244323221 
403.0015007503752 	 -6.704487376500978 	 -6.450845793044557 	 -5.993833255339975 	 -5.7004603089771955 	 -5.376576258753207 	 -5.023332790492496 
403.3016508254127 	 -6.688043064169147 	 -6.434023063250915 	 -5.976328667025577 	 -5.682517994476388 	 -5.358150679142248 	 -5.004380120925411 
403.60180090045026 	 -6.671679844467704 	 -6.417281145407738 	 -5.958904384839592 	 -5.664655661337115 	 -5.339804722293007 	 -4.9855066829462835 
403.90195097548775 	 -6.655397169725852 	 -6.400619491833126 	 -5.941559861089019 	 -5.646872761859711 	 -5.321537840496937 	 -4.966711928844347 
404.2021010505253 	 -6.639194497177758 	 -6.384037559763467 	 -5.924294552994702 	 -5.629168753256142 	 -5.303349490961562 	 -4.947995315811582 
404.5022511255628 	 -6.623071288913707 	 -6.367534811273501 	 -5.907107922626942 	 -5.611543097587823 	 -5.285239135737196 	 -4.929356305889421 
404.80240120060034 	 -6.607027011813482 	 -6.351110713245234 	 -5.8899994368522 	 -5.593995261716778 	 -5.2672062416769805 	 -4.910794365926563 
405.1025512756378 	 -6.591061137504184 	 -6.3347647372946625 	 -5.872968567273151 	 -5.576524717241238 	 -5.2492502803747065 	 -4.892308967501258 
405.40270135067533 	 -6.575173142306934 	 -6.318496359736248 	 -5.856014790199815 	 -5.559130940455681 	 -5.2313707281115285 	 -4.873899586892438 
405.7028514257128 	 -6.559362507172484 	 -6.3023050615185205 	 -5.83913758656518 	 -5.541813412293095 	 -5.213567065818214 	 -4.85556570501533 
406.0030015007504 	 -6.5436287176501295 	 -6.286190328184116 	 -5.822336441902998 	 -5.524571618278351 	 -5.195838779006312 	 -4.83730680737926 
406.30315157578787 	 -6.527971263825538 	 -6.270151649809819 	 -5.805610846278952 	 -5.50740504846603 	 -5.178185357728182 	 -4.819122384025487 
406.6033016508254 	 -6.512389640269678 	 -6.254188520964377 	 -5.788960294246248 	 -5.490313197411556 	 -5.160606296528147 	 -4.801011929487231 
406.9034517258629 	 -6.496883345989968 	 -6.238300440648548 	 -5.772384284803422 	 -5.473295564097924 	 -5.143101094382541 	 -4.782974942734164 
407.20360180090046 	 -6.481451884392531 	 -6.222486912259573 	 -5.7558823213343935 	 -5.456351651906832 	 -5.1256692546619576 	 -4.76501092713022 
407.50375187593795 	 -6.4660947632200205 	 -6.2067474435378855 	 -5.739453911566272 	 -5.439480968554289 	 -5.108310285082407 	 -4.747119390382526 
407.8039019509755 	 -6.450811494507214 	 -6.191081546513821 	 -5.723098567522733 	 -5.422683026061748 	 -5.091023697647579 	 -4.72929984448589 
408.104052026013 	 -6.435601594552143 	 -6.175488737476531 	 -5.706815805479604 	 -5.405957340698375 	 -5.07380900862886 	 -4.711551805700598 
408.40420210105054 	 -6.420464583842822 	 -6.159968536909588 	 -5.690605145913796 	 -5.389303432929982 	 -5.056665738480959 	 -4.6938747944769155 
408.70435217608804 	 -6.405399987028382 	 -6.144520469457682 	 -5.674466113456678 	 -5.372720827385713 	 -5.039593411824139 	 -4.676268335426226 
409.0045022511256 	 -6.390407332872439 	 -6.129144063875547 	 -5.658398236856321 	 -5.356209052806982 	 -5.022591557393152 	 -4.658731957274398 
409.3046523261631 	 -6.375486154204246 	 -6.1138388529946575 	 -5.6424010489308785 	 -5.339767642003057 	 -5.005659707992827 	 -4.641265192819599 
409.60480240120063 	 -6.3606359878831675 	 -6.098604373658834 	 -5.626474086517508 	 -5.323396131806657 	 -4.988797400446998 	 -4.623867578874563 
409.9049524762381 	 -6.345856374743164 	 -6.0834401667064775 	 -5.610616890441289 	 -5.3070940630362 	 -4.972004175565203 	 -4.6065386562443855 
410.2051025512757 	 -6.331146859568371 	 -6.0683457769084015 	 -5.594829005468593 	 -5.290860980451395 	 -4.955279578100491 	 -4.589277969675454 
410.50525262631317 	 -6.316506991022042 	 -6.05332075293008 	 -5.579109980249353 	 -5.274696432695514 	 -4.938623156693911 	 -4.572085067795495 
410.8054027013507 	 -6.30193632164211 	 -6.038364647298344 	 -5.563459367308177 	 -5.258599972286504 	 -4.9220344638523095 	 -4.5549595031069146 
